,loss,f1_score,precision,recall,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/loss_fn,config/lr,config/momentum,config/optim_type,config/weight decay,config/num_layers,config/hidden_size,config/num_fc_layers,config/activation_type,logdir
27,0.017545681446790695,0.2544258962413166,0.2905834777585211,0.22627080521817364,1709339968,,False,100,ce9bc_00027,2024-03-01_16-39-28,8.799175262451172,876.2175960540771,7535,bling-bling,192.168.0.125,876.2175960540771,100,CrossEntropy,0.001,0.10333265324430871,1,1e-05,6,128,1,2,ce9bc_00027
81,0.6211748123168945,0.371535084178153,0.2904206791687785,0.5155195681511471,1709344535,,False,100,ce9bc_00081,2024-03-01_17-55-35,9.178801774978638,921.0305240154266,7527,bling-bling,192.168.0.125,921.0305240154266,100,CrossEntropy,0.01,0.12503632723868402,2,1e-05,2,64,1,2,ce9bc_00081
49,0.023458700627088547,0.26811594585972015,0.2895148669796557,0.2496626180836707,1709342210,,False,100,ce9bc_00049,2024-03-01_17-16-50,10.615134477615356,1039.1824867725372,7523,bling-bling,192.168.0.125,1039.1824867725372,100,CrossEntropy,0.001,0.037786036649579885,1,1e-05,4,64,1,2,ce9bc_00049
16,0.6802029013633728,0.3863534345413266,0.2894618834080718,0.5807467386414755,1709339092,,False,100,ce9bc_00016,2024-03-01_16-24-52,9.60498571395874,965.0199732780457,7535,bling-bling,192.168.0.125,965.0199732780457,100,CrossEntropy,0.1,0.06154420634894801,1,1e-05,2,16,1,2,ce9bc_00016
127,0.05861661955714226,0.37807535438365375,0.28911645629911886,0.5461088618983356,1709348523,,False,100,ce9bc_00127,2024-03-01_19-02-03,10.204458236694336,1032.1924912929535,7530,bling-bling,192.168.0.125,1032.1924912929535,100,Focal,0.001,0.17228538606801236,2,1e-05,4,128,1,2,ce9bc_00127
120,0.6936946511268616,0.3857716922290319,0.28825622775800713,0.582995951417004,1709348157,,False,100,ce9bc_00120,2024-03-01_18-55-57,10.078904867172241,1018.7060289382935,7528,bling-bling,192.168.0.125,1018.7060289382935,100,CrossEntropy,0.001,0.16168059087764847,2,1e-05,4,16,1,2,ce9bc_00120
126,0.05888255313038826,0.4023844970213975,0.28790228770841414,0.6680161943319838,1709348516,,False,100,ce9bc_00126,2024-03-01_19-01-56,10.27668309211731,1031.473967075348,7538,bling-bling,192.168.0.125,1031.473967075348,100,Focal,0.001,0.16378493841857614,2,1e-05,4,32,1,2,ce9bc_00126
58,0.43231937289237976,0.32100239620154664,0.2877005347593583,0.3630229419703104,1709342543,,False,100,ce9bc_00058,2024-03-01_17-22-23,10.594593286514282,1057.3844764232635,7545,bling-bling,192.168.0.125,1057.3844764232635,100,CrossEntropy,0.01,0.010000230493197076,1,1e-05,4,32,1,2,ce9bc_00058
36,0.04941953346133232,0.3247261219300267,0.28729664243682934,0.3733693207377418,1709341162,,False,100,ce9bc_00036,2024-03-01_16-59-22,12.501497983932495,1193.3024656772614,7535,bling-bling,192.168.0.125,1193.3024656772614,100,Focal,0.01,0.06161814006550077,1,1e-05,6,16,1,2,ce9bc_00036
15,0.01835169829428196,0.3131643532187238,0.2869988759835144,0.34457939721097613,1709339097,,False,100,ce9bc_00015,2024-03-01_16-24-57,10.109760761260986,972.0347821712494,7521,bling-bling,192.168.0.125,972.0347821712494,100,Focal,0.01,0.037497497460833334,1,1e-05,2,128,1,2,ce9bc_00015
60,0.045447397977113724,0.3492957807282248,0.28695400636389934,0.4462438146648673,1709343286,,False,100,ce9bc_00060,2024-03-01_17-34-46,10.767730712890625,1079.7052919864655,7535,bling-bling,192.168.0.125,1079.7052919864655,100,Focal,0.01,0.07834678064820692,1,1e-05,4,16,1,2,ce9bc_00060
34,0.5007281303405762,0.3533275790478166,0.28691746209994384,0.4597390913180387,1709340291,,False,100,ce9bc_00034,2024-03-01_16-44-51,11.312175273895264,1174.9425044059753,7530,bling-bling,192.168.0.125,1174.9425044059753,100,CrossEntropy,0.01,0.19316077458183734,1,1e-05,6,32,1,2,ce9bc_00034
115,0.5269723534584045,0.3566943965893571,0.28637602179836513,0.4727845254161044,1709347190,,False,100,ce9bc_00115,2024-03-01_18-39-50,7.763068914413452,826.6593606472015,7545,bling-bling,192.168.0.125,826.6593606472015,100,CrossEntropy,0.1,0.17442065744735583,2,1e-05,6,128,1,2,ce9bc_00115
54,0.019130762666463852,0.3093465599392322,0.28626100267891313,0.33648223121907334,1709342526,,False,100,ce9bc_00054,2024-03-01_17-22-06,10.920427560806274,1068.6553308963776,7538,bling-bling,192.168.0.125,1068.6553308963776,100,Focal,0.001,0.11998209578340595,1,1e-05,4,32,1,2,ce9bc_00054
51,0.01939968205988407,0.2530120378235782,0.28620102214650767,0.22672064777327935,1709342220,,False,100,ce9bc_00051,2024-03-01_17-17-00,10.444882869720459,1037.8484859466553,7524,bling-bling,192.168.0.125,1037.8484859466553,100,CrossEntropy,0.001,0.1552514318488618,1,1e-05,4,128,1,2,ce9bc_00051
136,0.5677750706672668,0.3678382384627323,0.28592814371257486,0.5155195681511471,1709349441,,False,100,ce9bc_00136,2024-03-01_19-17-21,8.077026128768921,959.7491145133972,7523,bling-bling,192.168.0.125,959.7491145133972,100,CrossEntropy,0.1,0.10423933372692985,2,1e-05,4,16,1,2,ce9bc_00136
21,0.05933571979403496,0.40803192936495736,0.2857915614857555,0.7130004498425551,1709339116,,False,100,ce9bc_00021,2024-03-01_16-25-16,10.77108097076416,978.7938230037689,7528,bling-bling,192.168.0.125,978.7938230037689,100,Focal,0.1,0.028759278269756328,1,1e-05,2,64,1,2,ce9bc_00021
38,0.043676286935806274,0.3181818077294544,0.2857142857142857,0.358974358974359,1709341187,,False,100,ce9bc_00038,2024-03-01_16-59-47,11.388860940933228,1192.933662891388,7528,bling-bling,192.168.0.125,1192.933662891388,100,Focal,0.01,0.13716237227591924,1,1e-05,6,32,1,2,ce9bc_00038
24,0.47467121481895447,0.3288821020466548,0.2855250082808877,0.3877642825011246,1709340261,,False,100,ce9bc_00024,2024-03-01_16-44-21,10.603891611099243,1174.2812480926514,7523,bling-bling,192.168.0.125,1174.2812480926514,100,CrossEntropy,0.001,0.09175792685919015,1,1e-05,6,16,1,2,ce9bc_00024
95,0.05342304706573486,0.34959915094725563,0.28534850640113796,0.4511920827710301,1709345515,,False,100,ce9bc_00095,2024-03-01_18-11-55,10.907973766326904,976.5836274623871,7545,bling-bling,192.168.0.125,976.5836274623871,100,Focal,0.1,0.09926532367651376,2,1e-05,2,128,1,2,ce9bc_00095
57,0.3711298704147339,0.30895983303429647,0.28495440729483285,0.33738191632928477,1709342540,,False,100,ce9bc_00057,2024-03-01_17-22-20,10.486315965652466,1055.249327659607,7527,bling-bling,192.168.0.125,1055.249327659607,100,CrossEntropy,0.01,0.0400005896214099,1,1e-05,4,64,1,2,ce9bc_00057
0,0.4881015419960022,0.33850647489088675,0.28488014751075597,0.41700404858299595,1709338125,,False,100,ce9bc_00000,2024-03-01_16-08-45,9.225102186203003,954.2054512500763,7521,bling-bling,192.168.0.125,954.2054512500763,100,CrossEntropy,0.001,0.07553348365062514,1,1e-05,2,16,1,2,ce9bc_00000
88,0.5627756118774414,0.34293897243876603,0.28478002378121287,0.43094916779127307,1709345215,,False,100,ce9bc_00088,2024-03-01_18-06-55,9.78890085220337,950.7053227424622,7526,bling-bling,192.168.0.125,950.7053227424622,100,CrossEntropy,0.1,0.177555335772689,2,1e-05,2,16,1,2,ce9bc_00088
4,0.04317779466509819,0.3320217231167121,0.2845215157353886,0.3985605038236617,1709338139,,False,100,ce9bc_00004,2024-03-01_16-08-59,9.341381311416626,968.0032322406769,7527,bling-bling,192.168.0.125,968.0032322406769,100,Focal,0.001,0.032047709448044866,1,1e-05,2,16,1,2,ce9bc_00004
48,0.4560060203075409,0.34696017432701354,0.28363324764353043,0.446693657219973,1709342206,,False,100,ce9bc_00048,2024-03-01_17-16-46,10.633713006973267,1043.7179589271545,7535,bling-bling,192.168.0.125,1043.7179589271545,100,CrossEntropy,0.001,0.10979534558931266,1,1e-05,4,16,1,2,ce9bc_00048
10,0.37441468238830566,0.3196239817265468,0.28303850156087407,0.36707152496626183,1709338127,,False,100,ce9bc_00010,2024-03-01_16-08-47,9.40886664390564,955.7328293323517,7538,bling-bling,192.168.0.125,955.7328293323517,100,CrossEntropy,0.01,0.005096314364864687,1,1e-05,2,32,1,2,ce9bc_00010
26,0.22201615571975708,0.3135762856075818,0.28256946950559364,0.3522267206477733,1709340267,,False,100,ce9bc_00026,2024-03-01_16-44-27,10.87675952911377,1175.8685672283173,7537,bling-bling,192.168.0.125,1175.8685672283173,100,CrossEntropy,0.001,0.04073508264951359,1,1e-05,6,32,1,2,ce9bc_00026
50,0.18985290825366974,0.30863440113426166,0.2825112107623318,0.340080971659919,1709342220,,False,100,ce9bc_00050,2024-03-01_17-17-00,10.568058729171753,1039.8629999160767,7526,bling-bling,192.168.0.125,1039.8629999160767,100,CrossEntropy,0.001,0.19394734092514718,1,1e-05,4,32,1,2,ce9bc_00050
139,0.37401095032691956,0.31769094510772244,0.2818815331010453,0.3639226270805218,1709349466,,False,100,ce9bc_00139,2024-03-01_19-17-46,4.810239791870117,942.6753418445587,7530,bling-bling,192.168.0.125,942.6753418445587,100,CrossEntropy,0.1,0.1943846344614712,2,1e-05,4,128,1,2,ce9bc_00139
28,0.04247028008103371,0.3577981596979469,0.28137078072661686,0.49122807017543857,1709340283,,False,100,ce9bc_00028,2024-03-01_16-44-43,11.196912288665771,1187.5815386772156,7526,bling-bling,192.168.0.125,1187.5815386772156,100,Focal,0.001,0.11889049920354645,1,1e-05,6,16,1,2,ce9bc_00028
6,0.012773632071912289,0.28690684491210516,0.2803778445684843,0.2937471884840306,1709338139,,False,100,ce9bc_00006,2024-03-01_16-08-59,9.246826171875,968.1860363483429,7529,bling-bling,192.168.0.125,968.1860363483429,100,Focal,0.001,0.012558638821471693,1,1e-05,2,32,1,2,ce9bc_00006
5,0.006030519958585501,0.2550269752937895,0.2803234501347709,0.23391812865497075,1709338137,,False,100,ce9bc_00005,2024-03-01_16-08-57,9.395721197128296,965.3882510662079,7528,bling-bling,192.168.0.125,965.3882510662079,100,Focal,0.001,0.03204290954690433,1,1e-05,2,64,1,2,ce9bc_00005
61,0.029439551755785942,0.2996865150974677,0.27985948477751754,0.3225371120107962,1709343293,,False,100,ce9bc_00061,2024-03-01_17-34-53,10.806230545043945,1082.8942573070526,7523,bling-bling,192.168.0.125,1082.8942573070526,100,Focal,0.01,0.05499845732300529,1,1e-05,4,64,1,2,ce9bc_00061
56,0.5262468457221985,0.34766356365060397,0.2793555434188968,0.4601889338731444,1709342533,,False,100,ce9bc_00056,2024-03-01_17-22-13,10.623797178268433,1058.1137759685516,7521,bling-bling,192.168.0.125,1058.1137759685516,100,CrossEntropy,0.01,0.01861000790833198,1,1e-05,4,16,1,2,ce9bc_00056
53,0.002730332314968109,0.2738722308300658,0.2789179104477612,0.26900584795321636,1709342242,,False,100,ce9bc_00053,2024-03-01_17-17-22,10.534366130828857,1046.4403591156006,7530,bling-bling,192.168.0.125,1046.4403591156006,100,Focal,0.001,0.17907064273510212,1,1e-05,4,64,1,2,ce9bc_00053
55,0.0019564011599868536,0.25649743584673435,0.2787750791974657,0.23751686909581646,1709342526,,False,100,ce9bc_00055,2024-03-01_17-22-06,10.81846809387207,1067.1876509189606,7537,bling-bling,192.168.0.125,1067.1876509189606,100,Focal,0.001,0.18445297276960027,1,1e-05,4,128,1,2,ce9bc_00055
2,0.1315755993127823,0.2838908410034669,0.27789745799224475,0.2901484480431849,1709338123,,False,100,ce9bc_00002,2024-03-01_16-08-43,9.342177867889404,952.4796614646912,7524,bling-bling,192.168.0.125,952.4796614646912,100,CrossEntropy,0.001,0.14666679442046962,1,1e-05,2,32,1,2,ce9bc_00002
63,0.029543479904532433,0.3115498663275475,0.2776213933849402,0.3549257759784076,1709343302,,False,100,ce9bc_00063,2024-03-01_17-35-02,10.459805250167847,1081.3150355815887,7526,bling-bling,192.168.0.125,1081.3150355815887,100,Focal,0.01,0.07199391201202428,1,1e-05,4,128,1,2,ce9bc_00063
137,0.40669649839401245,0.3341075467392271,0.27711914641375224,0.42060278902384163,1709349461,,False,100,ce9bc_00137,2024-03-01_19-17-41,6.170771837234497,944.9333152770996,7526,bling-bling,192.168.0.125,944.9333152770996,100,CrossEntropy,0.1,0.1409007728201404,2,1e-05,4,64,1,2,ce9bc_00137
91,0.4187849462032318,0.3128426020232204,0.27694974003466205,0.3594242015294647,1709345491,,False,100,ce9bc_00091,2024-03-01_18-11-31,10.173070192337036,957.9243922233582,7538,bling-bling,192.168.0.125,957.9243922233582,100,CrossEntropy,0.1,0.142935712657376,2,1e-05,2,128,1,2,ce9bc_00091
138,0.4883144497871399,0.3368457988696172,0.2762892538173437,0.4313990103463788,1709349462,,False,100,ce9bc_00138,2024-03-01_19-17-42,6.038937091827393,945.5155296325684,7538,bling-bling,192.168.0.125,945.5155296325684,100,CrossEntropy,0.1,0.07336229087347951,2,1e-05,4,32,1,2,ce9bc_00138
52,0.04151342064142227,0.3420787065328546,0.2731668009669621,0.4574898785425101,1709342235,,False,100,ce9bc_00052,2024-03-01_17-17-15,10.405620574951172,1047.8098907470703,7528,bling-bling,192.168.0.125,1047.8098907470703,100,Focal,0.001,0.18796028937127365,1,1e-05,4,16,1,2,ce9bc_00052
30,0.019665274769067764,0.30469370113936733,0.2730837789661319,0.34457939721097613,1709340280,,False,100,ce9bc_00030,2024-03-01_16-44-40,11.053489446640015,1182.0644640922546,7521,bling-bling,192.168.0.125,1182.0644640922546,100,Focal,0.001,0.12190142552838625,1,1e-05,6,32,1,2,ce9bc_00030
90,0.49582961201667786,0.32376454888280176,0.2715635476988723,0.4008097165991903,1709345490,,False,100,ce9bc_00090,2024-03-01_18-11-30,10.12413763999939,958.2802619934082,7537,bling-bling,192.168.0.125,958.2802619934082,100,CrossEntropy,0.1,0.02479925494172204,2,1e-05,2,32,1,2,ce9bc_00090
89,0.40482616424560547,0.3186067842854169,0.2688737623762376,0.3909131803868646,1709345222,,False,100,ce9bc_00089,2024-03-01_18-07-02,9.98792815208435,950.1744294166565,7530,bling-bling,192.168.0.125,950.1744294166565,100,CrossEntropy,0.1,0.09497077010722792,2,1e-05,2,64,1,2,ce9bc_00089
124,0.0589519664645195,0.40675897286105805,0.26286014998026574,0.8987854251012146,1709348481,,False,100,ce9bc_00124,2024-03-01_19-01-21,10.233389854431152,1035.1860613822937,7523,bling-bling,192.168.0.125,1035.1860613822937,100,Focal,0.001,0.046359097345846395,2,1e-05,4,16,1,2,ce9bc_00124
122,0.6940914988517761,0.4124723182651328,0.26236532810969637,0.964012595591543,1709348205,,False,100,ce9bc_00122,2024-03-01_18-56-45,10.179906129837036,1014.6738164424896,7545,bling-bling,192.168.0.125,1014.6738164424896,100,CrossEntropy,0.001,0.06428269151940091,2,1e-05,4,32,1,2,ce9bc_00122
71,0.05972942337393761,0.4042920885985778,0.25336220651926145,1.0,1709343616,,False,100,ce9bc_00071,2024-03-01_17-40-16,9.566492557525635,1073.202996969223,7545,bling-bling,192.168.0.125,1073.202996969223,100,Focal,0.1,0.04054442062530031,1,1e-05,4,128,1,2,ce9bc_00071
118,0.059027135372161865,0.4042553201742764,0.25333333333333335,1.0,1709347785,,False,100,ce9bc_00118,2024-03-01_18-49-45,10.00437593460083,1120.8118607997894,7529,bling-bling,192.168.0.125,1120.8118607997894,100,Focal,0.1,0.17861924069950558,2,1e-05,6,32,1,2,ce9bc_00118
45,0.06267429143190384,0.4042553201742764,0.25333333333333335,1.0,1709341484,,False,100,ce9bc_00045,2024-03-01_17-04-44,10.592111110687256,1197.831151008606,7527,bling-bling,192.168.0.125,1197.831151008606,100,Focal,0.1,0.13284193458644242,1,1e-05,6,64,1,2,ce9bc_00045
114,0.695177435874939,0.4042553201742764,0.25333333333333335,1.0,1709347491,,False,100,ce9bc_00114,2024-03-01_18-44-51,10.671346187591553,1130.8638525009155,7530,bling-bling,192.168.0.125,1130.8638525009155,100,CrossEntropy,0.1,0.12704734754557429,2,1e-05,6,32,1,2,ce9bc_00114
105,0.6945670247077942,0.4042553201742764,0.25333333333333335,1.0,1709346662,,False,100,ce9bc_00105,2024-03-01_18-31-02,11.02172327041626,1152.514625787735,7527,bling-bling,192.168.0.125,1152.514625787735,100,CrossEntropy,0.01,0.050609153600626115,2,1e-05,6,64,1,2,ce9bc_00105
40,0.700031578540802,0.4042553201742764,0.25333333333333335,1.0,1709341457,,False,100,ce9bc_00040,2024-03-01_17-04-17,10.479350090026855,1194.9985251426697,7538,bling-bling,192.168.0.125,1194.9985251426697,100,CrossEntropy,0.1,0.02528560873411099,1,1e-05,6,16,1,2,ce9bc_00040
42,0.7035524249076843,0.4042553201742764,0.25333333333333335,1.0,1709341475,,False,100,ce9bc_00042,2024-03-01_17-04-35,10.575709581375122,1194.6619458198547,7521,bling-bling,192.168.0.125,1194.6619458198547,100,CrossEntropy,0.1,0.00784331570192846,1,1e-05,6,32,1,2,ce9bc_00042
43,0.8243763446807861,0.4042553201742764,0.25333333333333335,1.0,1709341180,,False,100,ce9bc_00043,2024-03-01_16-59-40,8.411908864974976,896.6769397258759,7526,bling-bling,192.168.0.125,896.6769397258759,100,CrossEntropy,0.1,0.18195476001367764,1,1e-05,6,128,1,2,ce9bc_00043
96,0.6944679021835327,0.4042553201742764,0.25333333333333335,1.0,1709346293,,False,100,ce9bc_00096,2024-03-01_18-24-53,11.226041793823242,1120.426833152771,7535,bling-bling,192.168.0.125,1120.426833152771,100,CrossEntropy,0.001,0.10502383304701682,2,1e-05,6,16,1,2,ce9bc_00096
98,0.694465160369873,0.4042553201742764,0.25333333333333335,1.0,1709346296,,False,100,ce9bc_00098,2024-03-01_18-24-56,11.181253910064697,1119.038927078247,7524,bling-bling,192.168.0.125,1119.038927078247,100,CrossEntropy,0.001,0.006058406222074943,2,1e-05,6,32,1,2,ce9bc_00098
